Date	Time0	Sensor0	Time1	Sensor1	Time2	Sensor2	Time3	Sensor3	Time4	Sensor4	Time5	Sensor5	Time6	Sensor6	Time7	Sensor7	Time8	Sensor8	Time9	Sensor9	Time10	Sensor10	Time11	Sensor11	
01/30/2012	17:14:01	2456.540084	17:14:02	2428.332287	17:14:03	2406.237006	17:14:03	2173.963580	17:14:04	2145.929339	17:14:05	2009.275416	17:14:05	2096.286497	17:14:06	2218.228246	17:14:07	2278.111244	17:14:07	2106.560485	17:14:08	2106.265997	17:14:09	2200.000000	
01/30/2012	17:16:02	2454.717976	17:16:02	2426.898138	17:16:03	2404.821280	17:16:03	2172.120039	17:16:04	2144.118211	17:16:05	2003.758365	17:16:05	2090.446100	17:16:06	2212.234095	17:16:07	2272.545691	17:16:07	2100.974733	17:16:08	2100.681302	17:16:09	2194.696305	
01/30/2012	17:18:02	2453.261671	17:18:02	2425.465189	17:18:03	2403.053277	17:18:04	2170.278638	17:18:04	2142.309168	17:18:05	1998.535871	17:18:06	2085.208549	17:18:06	2206.889802	17:18:07	2266.673313	17:18:07	2095.701464	17:18:08	2095.701464	17:18:09	2189.410162	
01/30/2012	17:20:02	2451.806594	17:20:02	2424.033438	17:20:03	2401.640195	17:20:03	2168.745769	17:20:04	2140.502204	17:20:05	1993.604970	17:20:06	2079.988721	17:20:06	2201.563263	17:20:07	2261.471086	17:20:07	2090.737597	17:20:08	2090.446100	17:20:09	2184.450923	
01/30/2012	17:22:02	2450.352743	17:22:02	2422.602883	17:22:03	2400.228287	17:22:03	2167.214382	17:22:04	2138.997988	17:22:05	1988.690259	17:22:06	2074.786525	17:22:06	2196.254389	17:22:07	2255.961844	17:22:08	2085.789622	17:22:08	2085.789622	17:22:09	2179.507083	
01/30/2012	17:24:02	2448.900116	17:24:02	2420.816369	17:24:03	2398.465049	17:24:03	2165.378671	17:24:04	2137.194830	17:24:05	1984.335155	17:24:05	2069.889451	17:24:06	2191.273861	17:24:07	2251.116182	17:24:07	2081.147156	17:24:08	2080.857465	17:24:09	2174.886154	
01/30/2012	17:26:02	2447.811448	17:26:02	2419.745356	17:26:03	2397.055774	17:26:03	2163.850536	17:26:04	2135.693780	17:26:05	1979.992725	17:26:05	2065.581439	17:26:06	2186.928613	17:26:07	2246.284922	17:26:07	2076.807512	17:26:08	2076.518637	17:26:09	2170.278638	
01/30/2012	17:28:02	2446.360959	17:28:02	2418.318381	17:28:03	2395.647668	17:28:04	2162.629090	17:28:04	2134.194165	17:28:05	1975.662913	17:28:06	2060.999533	17:28:06	2182.286103	17:28:07	2241.467999	17:28:08	2072.480075	17:28:08	2072.192012	17:28:09	2165.990338	
01/30/2012	17:30:02	2444.911690	17:30:02	2416.892596	17:30:03	2394.240729	17:30:04	2161.103608	17:30:04	2132.995506	17:30:05	1971.615127	17:30:06	2057.001586	17:30:06	2177.965280	17:30:07	2237.304880	17:30:08	2068.452102	17:30:08	2068.164794	17:30:09	2161.713624	
01/30/2012	17:32:01	2443.825539	17:32:02	2415.824038	17:32:03	2392.834955	17:32:03	2159.884282	17:32:04	2131.498471	17:32:05	1967.847115	17:32:06	2053.014069	17:32:06	2173.963580	17:32:07	2233.152442	17:32:08	2064.434677	17:32:08	2064.148120	17:32:09	2157.752722	
01/30/2012	17:34:02	2442.740071	17:34:02	2414.756148	17:34:03	2391.781389	17:34:04	2158.665896	17:34:04	2130.301872	17:34:05	1964.356794	17:34:06	2049.036941	17:34:06	2169.971945	17:34:07	2229.010642	17:34:08	2060.713619	17:34:08	2060.427758	17:34:09	2154.105304	
01/30/2012	17:36:01	2441.655288	17:36:02	2413.688926	17:36:03	2390.377651	17:36:03	2157.448449	17:36:04	2129.106188	17:36:05	1960.874672	17:36:05	2045.353160	17:36:06	2166.296261	17:36:07	2225.196850	17:36:07	2057.286807	17:36:08	2057.001586	17:36:09	2150.466301	
