01/30/2012,16:40:01,Sensor0,1637400.000000,Ohms,G
01/30/2012,16:40:02,Sensor1,2462.017961,Ohms,G
01/30/2012,16:40:03,Sensor2,2440.571189,Ohms,G
01/30/2012,16:40:03,Sensor3,2211.919232,Ohms,G
01/30/2012,16:40:04,Sensor4,2185.069984,Ohms,G
01/30/2012,16:40:05,Sensor5,2133.894415,Ohms,G
01/30/2012,16:40:05,Sensor6,2220.758797,Ohms,G
01/30/2012,16:40:06,Sensor7,2341.286836,Ohms,G
01/30/2012,16:40:07,Sensor8,2403.053277,Ohms,G
01/30/2012,16:40:08,Sensor9,2258.228100,Ohms,G
01/30/2012,16:40:08,Sensor10,2182.904322,Ohms,G
01/30/2012,16:40:09,Sensor11,2314.921598,Ohms,G
01/30/2012,16:42:02,Sensor0,2496.372172,Ohms,G
01/30/2012,16:42:02,Sensor1,2461.286574,Ohms,G
01/30/2012,16:42:03,Sensor2,2440.209974,Ohms,G
01/30/2012,16:42:03,Sensor3,2211.289690,Ohms,G
01/30/2012,16:42:04,Sensor4,2184.450923,Ohms,G
01/30/2012,16:42:05,Sensor5,2127.015937,Ohms,G
01/30/2012,16:42:05,Sensor6,2214.124571,Ohms,G
01/30/2012,16:42:06,Sensor7,2336.863544,Ohms,G
01/30/2012,16:42:07,Sensor8,2399.170124,Ohms,G
01/30/2012,16:42:07,Sensor9,2255.314922,Ohms,G
01/30/2012,16:42:08,Sensor10,2180.124224,Ohms,G
01/30/2012,16:42:09,Sensor11,2311.236863,Ohms,G
01/30/2012,16:44:02,Sensor0,2491.157042,Ohms,G
01/30/2012,16:44:02,Sensor1,2459.094268,Ohms,G
01/30/2012,16:44:03,Sensor2,2438.044277,Ohms,G
01/30/2012,16:44:03,Sensor3,2209.088238,Ohms,G
01/30/2012,16:44:04,Sensor4,2182.286103,Ohms,G
01/30/2012,16:44:05,Sensor5,2116.606430,Ohms,G
01/30/2012,16:44:05,Sensor6,2205.321334,Ohms,G
01/30/2012,16:44:06,Sensor7,2328.390046,Ohms,G
01/30/2012,16:44:07,Sensor8,2391.079375,Ohms,G
01/30/2012,16:44:07,Sensor9,2210.345841,Ohms,G
01/30/2012,16:44:08,Sensor10,2210.031348,Ohms,G
01/30/2012,16:44:09,Sensor11,2303.891914,Ohms,G
01/30/2012,16:46:01,Sensor0,2487.441464,Ohms,G
01/30/2012,16:46:02,Sensor1,2456.904737,Ohms,G
01/30/2012,16:46:03,Sensor2,2435.881304,Ohms,G
01/30/2012,16:46:03,Sensor3,2206.262231,Ohms,G
01/30/2012,16:46:04,Sensor4,2179.198603,Ohms,G
01/30/2012,16:46:05,Sensor5,2109.213398,Ohms,G
01/30/2012,16:46:05,Sensor6,2198.438263,Ohms,G
01/30/2012,16:46:06,Sensor7,2321.305494,Ohms,G
01/30/2012,16:46:07,Sensor8,2383.725733,Ohms,G
01/30/2012,16:46:07,Sensor9,2203.441197,Ohms,G
